from https://youtu.be/7rMDI2mIALQ?t=33 to https://youtu.be/7rMDI2mIALQ?t=3633,,,,,,,,,,,
start_time,end_time,reason,start_time,end_time,reason,,,,,,
https://youtu.be/7rMDI2mIALQ?t=903,https://youtu.be/7rMDI2mIALQ?t=909,弓矢を落としたり拾ったりを繰り返し、足のもとに表して、上で走れるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=910,https://youtu.be/7rMDI2mIALQ?t=926,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1052,https://youtu.be/7rMDI2mIALQ?t=1066,爆弾花が1個から2個に複製した。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1077,https://youtu.be/7rMDI2mIALQ?t=1102,盾を抜いたり引っ込めたりを繰り返し、スタミナ消費せず無限に浮遊して進めるバグ。。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1163,https://youtu.be/7rMDI2mIALQ?t=1167,爆弾花を消費せずにスクラップビルドした。その後爆弾花の数もまた3個になった。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1169,https://youtu.be/7rMDI2mIALQ?t=1172,剣を抜いたり引っ込めたりを繰り返し、スタミナ消費せず走れるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1187,https://youtu.be/7rMDI2mIALQ?t=1191,爆弾花が5個に複製した。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1219,https://youtu.be/7rMDI2mIALQ?t=1231,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1270,https://youtu.be/7rMDI2mIALQ?t=1302,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1369,https://youtu.be/7rMDI2mIALQ?t=1378,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1430,https://youtu.be/7rMDI2mIALQ?t=1434,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1519,https://youtu.be/7rMDI2mIALQ?t=1521,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1593,https://youtu.be/7rMDI2mIALQ?t=1602,剣を抜いたり引っ込めたりを繰り返し、スタミナ消費せず走れるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1619,https://youtu.be/7rMDI2mIALQ?t=1630,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1637,https://youtu.be/7rMDI2mIALQ?t=1639,剣を抜いたり引っ込めたりを繰り返し、スタミナ消費せず走れるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1712,https://youtu.be/7rMDI2mIALQ?t=1715,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1721,https://youtu.be/7rMDI2mIALQ?t=1725,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1803,https://youtu.be/7rMDI2mIALQ?t=1807,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1857,https://youtu.be/7rMDI2mIALQ?t=1863,所有のゾナウ道具を無条件コピーするバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1873,https://youtu.be/7rMDI2mIALQ?t=1875,ロケット剣を抜いたり引っ込めたりを繰り返し、浮遊して進めるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1875,https://youtu.be/7rMDI2mIALQ?t=1946,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。（なぜなら途中2，3回ぐらい画面が止まったが、時間計測は続いている）,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1993,https://youtu.be/7rMDI2mIALQ?t=1995,ロケット剣を抜いたり引っ込めたりを繰り返し、浮遊して進めるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=1996,https://youtu.be/7rMDI2mIALQ?t=2009,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。（なぜなら途中1回ぐらい画面が止まったが、時間計測は続いている）,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2023,https://youtu.be/7rMDI2mIALQ?t=2027,ロケット剣を抜いたり引っ込めたりを繰り返し、浮遊して進めるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2027,https://youtu.be/7rMDI2mIALQ?t=2041,矢のない弓を空中で繰り返し引くことで、スタミナを消費せず少しずつ上に進めむことができるバグ。（なぜなら途中1回ぐらい画面が止まったが、時間計測は続いている）,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2102,https://youtu.be/7rMDI2mIALQ?t=2104,まるでゲーム内の時間が止まったみたい。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2110,https://youtu.be/7rMDI2mIALQ?t=2111,まるでゲーム内の時間が止まったみたい。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2124,https://youtu.be/7rMDI2mIALQ?t=2137,武器を全部落としたり拾ったりを繰り返したら、この前がない道具が出てきた（スクラップビルドでATK30+10のマスタソード、説明は同じmsgnotfound）,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2137,https://youtu.be/7rMDI2mIALQ?t=2166,武器を数えながら（8回まで数えた）全部落としたり拾ったりを繰り返している（効果不明）,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2232,https://youtu.be/7rMDI2mIALQ?t=2248,盾を抜いたり引っ込めたりを繰り返し、スタミナ消費せず無限に浮遊して進めるバグ。（なぜなら途中1回ぐらい画面が止まったが、時間計測は続いている）,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2593,https://youtu.be/7rMDI2mIALQ?t=2600,所有の手持ちできるの道具をコピーするバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2618,https://youtu.be/7rMDI2mIALQ?t=2619,まるでゲーム内の時間が止まったみたい。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2601,https://youtu.be/7rMDI2mIALQ?t=2670,盾にスクラップビルドしていないし、武器にでもなさそうが、ロケットを無消費で飛んでいる。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2673,https://youtu.be/7rMDI2mIALQ?t=2692,所有の手持ちできるの道具を無条件コピーするバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2747,https://youtu.be/7rMDI2mIALQ?t=2753,盾にスクラップビルドしていないし、武器にでもなさそうが、ロケットを無消費で飛んでいる。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=2807,https://youtu.be/7rMDI2mIALQ?t=2834,所有の手持ちできるの道具をコピーするバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=3055,https://youtu.be/7rMDI2mIALQ?t=3063,盾にスクラップビルドしていないし、武器にでもなさそうが、ロケットを無消費で飛んでいる。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=3126,https://youtu.be/7rMDI2mIALQ?t=3160,盾にスクラップビルドしていないし、武器にでもなさそうが、ロケットを無消費で飛んでいる。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=3244,https://youtu.be/7rMDI2mIALQ?t=3266,盾にスクラップビルドしていないし、武器にでもなさそうが、ロケットを無消費で飛んでいる。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=3309,https://youtu.be/7rMDI2mIALQ?t=3319,盾にスクラップビルドしていないし、武器にでもなさそうが、ロケットを無消費で飛んでいる。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=3487,https://youtu.be/7rMDI2mIALQ?t=3508,武器をコピーして、足のもとに表して、上で走れるバグ。,,,,,,,,,
https://youtu.be/7rMDI2mIALQ?t=3509,https://youtu.be/7rMDI2mIALQ?t=3536,巻き戻しを使って、出したの台車がなぜなら足のもとに表してる武器の下で飛んでいた。,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,https://youtu.be/7rMDI2mIALQ?t=3536まで
