from https://youtu.be/SRtJ_FzlzVs?t=9614 to https://youtu.be/SRtJ_FzlzVs?t=13214,,,,,,,
start_time,end_time,reason,,,,,
https://youtu.be/SRtJ_FzlzVs?t=11511,https://youtu.be/SRtJ_FzlzVs?t=11519,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=11572,https://youtu.be/SRtJ_FzlzVs?t=11577,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=11638,https://youtu.be/SRtJ_FzlzVs?t=11641,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=11647,https://youtu.be/SRtJ_FzlzVs?t=11682,キャラクターがありえない挙動をしているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=11855,https://youtu.be/SRtJ_FzlzVs?t=11856,Feeというアイテムがいきなり999個になっているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12110,https://youtu.be/SRtJ_FzlzVs?t=12114,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12128,https://youtu.be/SRtJ_FzlzVs?t=12170,キャラクターがありえない挙動をしているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12223,https://youtu.be/SRtJ_FzlzVs?t=12226,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12233,https://youtu.be/SRtJ_FzlzVs?t=12237,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12242,https://youtu.be/SRtJ_FzlzVs?t=12247,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12255,https://youtu.be/SRtJ_FzlzVs?t=12296,キャラクターがありえない挙動をしているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12378,https://youtu.be/SRtJ_FzlzVs?t=12381,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12505,https://youtu.be/SRtJ_FzlzVs?t=12508,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12599,https://youtu.be/SRtJ_FzlzVs?t=12609,キャラクターがありえない挙動をしているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12625,https://youtu.be/SRtJ_FzlzVs?t=12627,キャラクターが壁を通り抜けているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12657,https://youtu.be/SRtJ_FzlzVs?t=12670,キャラクターがありえない挙動をしているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12836,https://youtu.be/SRtJ_FzlzVs?t=12866,キャラクターがありえない挙動をしているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12870,https://youtu.be/SRtJ_FzlzVs?t=12874,キャラクターが思った以上に吹っ飛んでいるから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=12931,https://youtu.be/SRtJ_FzlzVs?t=12972,キャラクターがありえない挙動をしているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=13024,https://youtu.be/SRtJ_FzlzVs?t=13046,キャラクターがありえない挙動をしているから,,,,,
https://youtu.be/SRtJ_FzlzVs?t=13178,https://youtu.be/SRtJ_FzlzVs?t=13214,キャラクターがありえない挙動をしているから,,,,,
